Eiskaffee here;76
Eiskaffee to go;52
Eisschokolade here;68
Eisschokolade to go;38
Eistee here;51
Eistee to go;16
Espresso groﬂ Barista here;10
Espresso groﬂ Barista to go;3
Espresso groﬂ Cuba here;14
Espresso groﬂ Cuba to go;2
Espresso groﬂ Lungo here;2
Espresso groﬂ Lungo to go;1
Espresso groﬂ Macchiato here;20
Espresso groﬂ Macchiato to go;7
Espresso groﬂ Originale here;54
Espresso groﬂ Originale to go;6
Espresso groﬂ Unplugged here;11
Espresso groﬂ Unplugged to go;3
Espresso klein Barista here;21
Espresso klein Cuba here;25
Espresso klein Cuba to go;2
Espresso klein Lungo here;5
Espresso klein Lungo to go;3
Espresso klein Macchiato here;57
Espresso klein Macchiato to go;10
Espresso klein Orange here;19
Espresso klein Orange to go;2
Espresso klein Originale here;127
Espresso klein Originale to go;12
Espresso klein Unplugged here;21
Espresso klein Unplugged to go;2
Espresso Latte here;129
Espresso Latte to go;25
Frappe black here;24
Frappe black to go;31
Frappe white here;33
Frappe white to go;33
Fruchtsaft frisch groﬂ  here;14
Fruchtsaft frisch groﬂ  to go;3
Fruchtsaft frisch klein  here;28
Fruchtsaft frisch klein  to go;5
Heiﬂe S‰fte Heiﬂe Orange here;6
Heiﬂe S‰fte Heiﬂe Orange to go;2
Heiﬂe S‰fte Heiﬂe Zitrone here;9
Heiﬂe S‰fte Heiﬂe Zitrone to go;2
Heiﬂe S‰fte Heiﬂer Apfel here;7
Heiﬂe S‰fte Heiﬂer Apfel to go;2
Iced Chai Latte here;27
Iced Chai Latte to go;39
Iced Espresso to go;1
Kaffee here;310
Kaffee to go;131
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go;1
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go;1
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go;3
Kaffeeverkauf Espressobohnen groﬂ Unplugged here;1
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go;2
Kaffeeverkauf Espressobohnen klein Espresso Barista to go;1
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go;6
Kaffeeverkauf Espressobohnen klein Espresso Originale to go;7
Kaffeeverkauf Espressobohnen klein Unplugged here;1
Kaffeeverkauf Espressobohnen klein Unplugged to go;3
Kaffeeverkauf Goldline Australian to go;1
Kaffeeverkauf Goldline Blue Mountain here;1
Kaffeeverkauf Goldline Blue Mountain to go;4
Kaffeeverkauf Goldline Galapagos here;1
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca to go;2
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go;2
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go;1
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca here;2
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go;3
Kaffeeverkauf sortenrein klein Costa Rica to go;2
Kaffeeverkauf sortenrein klein Guatemala to go;1
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go;2
Kaffeeverkauf sortenrein klein Mexiko Organico here;1
Kaffeeverkauf sortenrein klein Mexiko Organico to go;1
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here;1
Kaffegetr‰nk groﬂ Costa Rica here;3
Kaffegetr‰nk groﬂ Guatemala here;1
Kaffegetr‰nk groﬂ Mexiko Organico here;16
Kaffegetr‰nk groﬂ Peru here;3
Kaffegetr‰nk groﬂ Wiener Melange here;1
Kaffegetr‰nk klein ƒthiopischer Mocca here;2
Kaffegetr‰nk klein ƒthiopischer Mocca to go;1
Kaffegetr‰nk klein India Malabar to go;1
Kaffegetr‰nk klein Kenya Arabica AA to go;1
Kaffegetr‰nk klein Mexiko Organico here;8
Kaffegetr‰nk klein Wiener Melange here;4
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go;2
Kaffeverkauf Hausmischung groﬂ Wiener Melange to go;1
Kaffeverkauf Hausmischung klein Cafe Creme here;1
Kaffeverkauf Hausmischung klein Cafe Creme to go;3
Kaffezusatz Espresso Shot here;24
Kaffezusatz Espresso Shot to go;18
Kaffezusatz Flavour Shot here;72
Kaffezusatz Flavour Shot to go;65
Kaffezusatz Lac.-frei here;147
Kaffezusatz Lac.-frei to go;85
Kaffezusatz Sahne here;41
Kaffezusatz Sahne to go;9
Kaffezusatz Soja here;140
Kaffezusatz Soja to go;83
Kapuziner groﬂ  here;12
Kapuziner groﬂ  to go;3
Kapuziner klein  here;24
Kapuziner klein  to go;4
Kuchen here;158
Kuchen to go;15
Latte Macchiato mit Sirup here;442
Latte Macchiato mit Sirup to go;342
Latte Macchiato ohne Sirup here;994
Latte Macchiato ohne Sirup to go;645
Milk groﬂ  here;9
Milk groﬂ  to go;3
Milk klein  here;7
Milk klein  to go;3
Mocca groﬂ black here;82
Mocca groﬂ black to go;49
Mocca groﬂ white here;80
Mocca groﬂ white to go;83
Mocca klein black here;81
Mocca klein black to go;38
Mocca klein white here;76
Mocca klein white to go;35
MoccaSin here;23
MoccaSin to go;19
Muffin bring in;2
Muffin here;878
Muffin to go;414
M¸sli here;14
M¸sli to go;7
Nebenprodukte MoccaSin Chocolate white to go;3
Nebenprodukte Sirup groﬂ here;1
Nebenprodukte Sirup groﬂ to go;4
Preis here;31
Preis to go;25
Shake here;1
Smoothie boost to go;2
Smoothie plain here;184
Smoothie plain to go;182
Softdrink Bionade here;59
Softdrink Bionade to go;9
Softdrink Bottle AFG here;160
Softdrink Bottle AFG to go;31
Softdrink Wasser here;73
Softdrink Wasser to go;21
Special Latte Chocolate Latte here;69
Special Latte Chocolate Latte to go;11
Special Latte Latte Caramel here;259
Special Latte Latte Caramel to go;95
Special Latte Tiramisu Latte here;30
Special Latte Tiramisu Latte to go;7
Special Latte White Banana Chocolate here;60
Special Latte White Banana Chocolate to go;15